Ref,Val,Package,PosX,PosY,Rot,Side
"D130","LED_RBAG","NHB2020RGBAHF",209.074986,-100.050905,90.000000,top
"D131","LED_RBAG","NHB2020RGBAHF",209.074986,-96.050905,90.000000,top
"D132","LED_RBAG","NHB2020RGBAHF",209.074984,-92.050904,90.000000,top
"D133","LED_RBAG","NHB2020RGBAHF",209.074984,-88.050904,90.000000,top
"D134","LED_RBAG","NHB2020RGBAHF",209.074985,-84.050905,90.000000,top
"D135","LED_RBAG","NHB2020RGBAHF",169.074985,-80.050905,90.000000,top
"D136","LED_RBAG","NHB2020RGBAHF",169.074985,-76.050904,90.000000,top
"D137","LED_RBAG","NHB2020RGBAHF",169.074985,-72.050904,90.000000,top
"D138","LED_RBAG","NHB2020RGBAHF",169.074985,-68.050902,90.000000,top
"D139","LED_RBAG","NHB2020RGBAHF",169.074985,-64.050903,90.000000,top
"D140","LED_RBAG","NHB2020RGBAHF",169.074985,-60.050904,90.000000,top
"D141","LED_RBAG","NHB2020RGBAHF",173.074987,-80.050905,90.000000,top
"D142","LED_RBAG","NHB2020RGBAHF",173.074986,-76.050906,90.000000,top
"D143","LED_RBAG","NHB2020RGBAHF",173.074987,-72.050904,90.000000,top
"D144","LED_RBAG","NHB2020RGBAHF",173.074987,-68.050905,90.000000,top
"D145","LED_RBAG","NHB2020RGBAHF",173.074984,-64.050903,90.000000,top
"D146","LED_RBAG","NHB2020RGBAHF",173.074984,-60.050904,90.000000,top
"D147","LED_RBAG","NHB2020RGBAHF",177.074985,-80.050905,90.000000,top
"D148","LED_RBAG","NHB2020RGBAHF",177.074986,-76.050904,90.000000,top
"D149","LED_RBAG","NHB2020RGBAHF",177.074986,-72.050904,90.000000,top
"D150","LED_RBAG","NHB2020RGBAHF",177.074986,-68.050905,90.000000,top
"D151","LED_RBAG","NHB2020RGBAHF",177.074986,-64.050905,90.000000,top
"D152","LED_RBAG","NHB2020RGBAHF",177.074984,-60.050904,90.000000,top
"D153","LED_RBAG","NHB2020RGBAHF",181.074986,-80.050903,90.000000,top
"D154","LED_RBAG","NHB2020RGBAHF",181.074986,-76.050904,90.000000,top
"D155","LED_RBAG","NHB2020RGBAHF",181.074988,-72.050904,90.000000,top
"D156","LED_RBAG","NHB2020RGBAHF",181.074986,-68.050905,90.000000,top
"D157","LED_RBAG","NHB2020RGBAHF",181.074987,-64.050905,90.000000,top
"D158","LED_RBAG","NHB2020RGBAHF",181.074986,-60.050906,90.000000,top
"D159","LED_RBAG","NHB2020RGBAHF",185.074985,-80.050903,90.000000,top
"D160","LED_RBAG","NHB2020RGBAHF",185.074985,-76.050904,90.000000,top
"D161","LED_RBAG","NHB2020RGBAHF",185.074985,-72.050904,90.000000,top
"D162","LED_RBAG","NHB2020RGBAHF",185.074985,-68.050905,90.000000,top
"D163","LED_RBAG","NHB2020RGBAHF",185.074985,-64.050905,90.000000,top
"D164","LED_RBAG","NHB2020RGBAHF",185.074985,-60.050904,90.000000,top
"D165","LED_RBAG","NHB2020RGBAHF",189.074984,-80.050903,90.000000,top
"D166","LED_RBAG","NHB2020RGBAHF",189.074984,-76.050904,90.000000,top
"D167","LED_RBAG","NHB2020RGBAHF",189.074983,-72.050904,90.000000,top
"D168","LED_RBAG","NHB2020RGBAHF",189.074984,-68.050905,90.000000,top
"D169","LED_RBAG","NHB2020RGBAHF",189.074987,-64.050905,90.000000,top
"D170","LED_RBAG","NHB2020RGBAHF",189.074986,-60.050906,90.000000,top
"D171","LED_RBAG","NHB2020RGBAHF",193.074986,-80.050905,90.000000,top
"D172","LED_RBAG","NHB2020RGBAHF",193.074984,-76.050904,90.000000,top
"D173","LED_RBAG","NHB2020RGBAHF",193.074984,-72.050904,90.000000,top
"D174","LED_RBAG","NHB2020RGBAHF",193.074985,-68.050905,90.000000,top
"D175","LED_RBAG","NHB2020RGBAHF",193.074985,-64.050905,90.000000,top
"D176","LED_RBAG","NHB2020RGBAHF",193.074986,-60.050904,90.000000,top
"D177","LED_RBAG","NHB2020RGBAHF",197.074987,-80.050905,90.000000,top
"D178","LED_RBAG","NHB2020RGBAHF",197.074986,-76.050906,90.000000,top
"D179","LED_RBAG","NHB2020RGBAHF",197.074986,-72.050904,90.000000,top
"D180","LED_RBAG","NHB2020RGBAHF",197.074986,-68.050905,90.000000,top
"D181","LED_RBAG","NHB2020RGBAHF",197.074986,-64.050903,90.000000,top
"D182","LED_RBAG","NHB2020RGBAHF",197.074986,-60.050904,90.000000,top
"D183","LED_RBAG","NHB2020RGBAHF",201.074985,-80.050905,90.000000,top
"D184","LED_RBAG","NHB2020RGBAHF",201.074985,-76.050904,90.000000,top
"D185","LED_RBAG","NHB2020RGBAHF",201.074985,-72.050904,90.000000,top
"D186","LED_RBAG","NHB2020RGBAHF",201.074985,-68.050902,90.000000,top
"D187","LED_RBAG","NHB2020RGBAHF",201.074985,-64.050903,90.000000,top
"D188","LED_RBAG","NHB2020RGBAHF",201.074985,-60.050904,90.000000,top
"D189","LED_RBAG","NHB2020RGBAHF",205.074987,-80.050905,90.000000,top
"D190","LED_RBAG","NHB2020RGBAHF",205.074986,-76.050906,90.000000,top
"D191","LED_RBAG","NHB2020RGBAHF",205.074987,-72.050904,90.000000,top
"D192","LED_RBAG","NHB2020RGBAHF",205.074987,-68.050905,90.000000,top
"D193","LED_RBAG","NHB2020RGBAHF",205.074984,-64.050903,90.000000,top
"D194","LED_RBAG","NHB2020RGBAHF",205.074984,-60.050904,90.000000,top
"D195","LED_RBAG","NHB2020RGBAHF",209.074985,-80.050905,90.000000,top
"D196","LED_RBAG","NHB2020RGBAHF",209.074986,-76.050904,90.000000,top
"D197","LED_RBAG","NHB2020RGBAHF",209.074986,-72.050904,90.000000,top
"D198","LED_RBAG","NHB2020RGBAHF",209.074986,-68.050905,90.000000,top
"D199","LED_RBAG","NHB2020RGBAHF",209.074986,-64.050905,90.000000,top
"D200","LED_RBAG","NHB2020RGBAHF",209.074984,-60.050904,90.000000,top
"D201","LED_RBAG","NHB2020RGBAHF",169.074985,-56.050904,90.000000,top
"D202","LED_RBAG","NHB2020RGBAHF",169.074985,-52.050905,90.000000,top
"D203","LED_RBAG","NHB2020RGBAHF",169.074985,-48.050905,90.000000,top
"D204","LED_RBAG","NHB2020RGBAHF",169.074985,-44.050904,90.000000,top
"D205","LED_RBAG","NHB2020RGBAHF",169.074985,-40.050904,90.000000,top
"D206","LED_RBAG","NHB2020RGBAHF",169.074985,-36.050902,90.000000,top
"D207","LED_RBAG","NHB2020RGBAHF",173.074983,-56.050904,90.000000,top
"D208","LED_RBAG","NHB2020RGBAHF",173.074984,-52.050905,90.000000,top
"D209","LED_RBAG","NHB2020RGBAHF",173.074987,-48.050905,90.000000,top
"D210","LED_RBAG","NHB2020RGBAHF",173.074986,-44.050906,90.000000,top
"D211","LED_RBAG","NHB2020RGBAHF",173.074987,-40.050904,90.000000,top
"D212","LED_RBAG","NHB2020RGBAHF",173.074987,-36.050905,90.000000,top
"D213","LED_RBAG","NHB2020RGBAHF",177.074984,-56.050904,90.000000,top
"D214","LED_RBAG","NHB2020RGBAHF",177.074985,-52.050905,90.000000,top
"D215","LED_RBAG","NHB2020RGBAHF",177.074985,-48.050905,90.000000,top
"D216","LED_RBAG","NHB2020RGBAHF",177.074986,-44.050904,90.000000,top
"D217","LED_RBAG","NHB2020RGBAHF",177.074986,-40.050904,90.000000,top
"D218","LED_RBAG","NHB2020RGBAHF",177.074986,-36.050905,90.000000,top
"D219","LED_RBAG","NHB2020RGBAHF",181.074986,-56.050904,90.000000,top
"D220","LED_RBAG","NHB2020RGBAHF",181.074986,-52.050905,90.000000,top
"D221","LED_RBAG","NHB2020RGBAHF",181.074986,-48.050903,90.000000,top
"D222","LED_RBAG","NHB2020RGBAHF",181.074986,-44.050904,90.000000,top
"D223","LED_RBAG","NHB2020RGBAHF",181.074988,-40.050904,90.000000,top
"D224","LED_RBAG","NHB2020RGBAHF",181.074986,-36.050905,90.000000,top
"D225","LED_RBAG","NHB2020RGBAHF",185.074985,-56.050904,90.000000,top
"D226","LED_RBAG","NHB2020RGBAHF",185.074985,-52.050902,90.000000,top
"D227","LED_RBAG","NHB2020RGBAHF",185.074985,-48.050903,90.000000,top
"D228","LED_RBAG","NHB2020RGBAHF",185.074985,-44.050904,90.000000,top
"D229","LED_RBAG","NHB2020RGBAHF",185.074985,-40.050904,90.000000,top
"D230","LED_RBAG","NHB2020RGBAHF",185.074985,-36.050905,90.000000,top
"D231","LED_RBAG","NHB2020RGBAHF",189.074987,-56.050904,90.000000,top
"D232","LED_RBAG","NHB2020RGBAHF",189.074987,-52.050905,90.000000,top
"D233","LED_RBAG","NHB2020RGBAHF",189.074984,-48.050903,90.000000,top
"D234","LED_RBAG","NHB2020RGBAHF",189.074984,-44.050904,90.000000,top
"D235","LED_RBAG","NHB2020RGBAHF",189.074983,-40.050904,90.000000,top
"D236","LED_RBAG","NHB2020RGBAHF",189.074984,-36.050905,90.000000,top
"D237","LED_RBAG","NHB2020RGBAHF",193.074986,-56.050904,90.000000,top
"D238","LED_RBAG","NHB2020RGBAHF",193.074986,-52.050905,90.000000,top
"D239","LED_RBAG","NHB2020RGBAHF",193.074986,-48.050905,90.000000,top
"D240","LED_RBAG","NHB2020RGBAHF",193.074984,-44.050904,90.000000,top
"D241","LED_RBAG","NHB2020RGBAHF",193.074984,-40.050904,90.000000,top
"D242","LED_RBAG","NHB2020RGBAHF",193.074985,-36.050905,90.000000,top
"D243","LED_RBAG","NHB2020RGBAHF",197.074988,-56.050904,90.000000,top
"D244","LED_RBAG","NHB2020RGBAHF",197.074986,-52.050905,90.000000,top
"D245","LED_RBAG","NHB2020RGBAHF",197.074987,-48.050905,90.000000,top
"D246","LED_RBAG","NHB2020RGBAHF",197.074986,-44.050906,90.000000,top
"D247","LED_RBAG","NHB2020RGBAHF",197.074986,-40.050904,90.000000,top
"D248","LED_RBAG","NHB2020RGBAHF",197.074986,-36.050905,90.000000,top
"D249","LED_RBAG","NHB2020RGBAHF",201.074985,-56.050904,90.000000,top
"D250","LED_RBAG","NHB2020RGBAHF",201.074985,-52.050905,90.000000,top
"D251","LED_RBAG","NHB2020RGBAHF",201.074985,-48.050905,90.000000,top
"D252","LED_RBAG","NHB2020RGBAHF",201.074985,-44.050904,90.000000,top
"D253","LED_RBAG","NHB2020RGBAHF",201.074985,-40.050904,90.000000,top
"D254","LED_RBAG","NHB2020RGBAHF",201.074985,-36.050902,90.000000,top
"D255","LED_RBAG","NHB2020RGBAHF",205.074983,-56.050904,90.000000,top
"D256","LED_RBAG","NHB2020RGBAHF",205.074984,-52.050905,90.000000,top
"D257","LED_RBAG","NHB2020RGBAHF",205.074987,-48.050905,90.000000,top
"D258","LED_RBAG","NHB2020RGBAHF",205.074986,-44.050906,90.000000,top
"D259","LED_RBAG","NHB2020RGBAHF",205.074987,-40.050904,90.000000,top
"D260","LED_RBAG","NHB2020RGBAHF",205.074987,-36.050905,90.000000,top
"D261","LED_RBAG","NHB2020RGBAHF",209.074984,-56.050904,90.000000,top
"D262","LED_RBAG","NHB2020RGBAHF",209.074985,-52.050905,90.000000,top
"D263","LED_RBAG","NHB2020RGBAHF",209.074985,-48.050905,90.000000,top
"D264","LED_RBAG","NHB2020RGBAHF",209.074986,-44.050904,90.000000,top
"D265","LED_RBAG","NHB2020RGBAHF",209.074986,-40.050904,90.000000,top
"D266","LED_RBAG","NHB2020RGBAHF",209.074986,-36.050905,90.000000,top
"R10","5.1k_0.1W_0603","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",244.200000,-54.700000,0.000000,top
"R11","5.1k_0.1W_0603","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",239.900000,-54.700000,180.000000,top
"SW2","SW_Push","Button-TSA008A187",256.800000,-119.700000,0.000000,top
"SW3","SW_Push","Button-TSA008A187",257.400000,-64.900000,0.000000,top
"SW4","SW_Push","Button-TSA008A187",245.900000,-94.000000,90.000000,top
